G27	G30	0.010000
G27	G34	0.010000
G27	G35	0.010000
G27	G37	0.010000
G27	G41	0.010000
G27	G42	0.010000
G27	G45	0.010000
G27	G47	0.010000
G27	G48	0.010000
G27	G49	0.010000
G27	G50	0.010000
G27	G52	0.010000
G27	G54	0.010000
G27	G56	0.010000
G27	G57	0.010000
G27	G58	0.010000
G27	G60	0.010000
G27	G61	0.010000
G27	G62	0.010000
G27	G63	0.010000
G27	G64	0.010000
G27	G66	0.010000
G27	G67	0.010000
G27	G69	0.010000
G27	G70	0.010000
G27	G72	0.010000
G27	G73	0.010000
G27	G74	0.010000
G27	G75	0.010000
G27	G76	0.010000
G27	G77	0.010000
G27	G79	0.010000
G27	G80	0.010000
G27	G82	0.010000
G27	G83	0.010000
G27	G86	0.010000
G27	G89	0.010000
G27	G90	0.010000
G27	G91	0.010000
G27	G92	0.010000
G27	G93	0.010000
G27	G94	0.010000
G27	G95	0.010000
G27	G96	0.010000
G27	G97	0.010000
G27	G98	0.010000
G27	G99	0.010000
G27	G100	0.010000
G28	G1	0.010000
G28	G2	0.010000
G28	G3	0.010000
G28	G4	0.010000
G28	G5	0.010000
G28	G9	0.010000
G28	G10	0.010000
G28	G11	0.010000
G28	G13	0.010000
G28	G14	0.010000
G28	G16	0.010000
G28	G17	0.010000
G28	G18	0.010000
G28	G19	0.010000
G28	G20	0.010000
G28	G21	0.010000
G28	G22	0.010000
G28	G23	0.010000
G28	G30	0.010000
G28	G35	0.010000
G28	G36	0.010000
G28	G37	0.010000
G28	G38	0.010000
G28	G39	0.010000
G28	G40	0.010000
G28	G41	0.010000
G28	G42	0.010000
G28	G45	0.010000
G28	G46	0.010000
G28	G47	0.010000
G28	G48	0.010000
G28	G49	0.010000
G28	G50	0.010000
G28	G51	0.010000
G28	G52	0.010000
G28	G53	0.010000
G28	G54	0.010000
G28	G56	0.010000
G28	G57	0.010000
G28	G60	0.010000
G28	G61	0.010000
G28	G62	0.010000
G28	G63	0.010000
G28	G64	0.010000
G28	G65	0.010000
G28	G66	0.010000
G28	G67	0.010000
G28	G71	0.010000
G28	G72	0.010000
G28	G73	0.010000
G28	G74	0.010000
G28	G77	0.010000
G28	G78	0.010000
G28	G79	0.010000
G28	G80	0.010000
G28	G81	0.010000
G28	G82	0.010000
G28	G85	0.010000
G28	G89	0.010000
G28	G90	0.010000
G28	G91	0.010000
G28	G92	0.010000
G28	G93	0.010000
G28	G94	0.010000
G28	G96	0.010000
G28	G99	0.010000
G28	G100	0.010000
G29	G1	0.010000
G29	G2	0.010000
G29	G3	0.010000
G29	G4	0.010000
G29	G5	0.010000
G29	G8	0.010000
G29	G11	0.010000
G29	G12	0.010000
G29	G14	0.010000
G29	G15	0.010000
G29	G17	0.010000
G29	G19	0.010000
G29	G22	0.010000
G29	G25	0.010000
G29	G27	0.010000
G29	G28	0.010000
G29	G32	0.010000
G29	G33	0.010000
G29	G34	0.010000
G29	G37	0.010000
G29	G40	0.010000
G29	G41	0.010000
G29	G42	0.010000
G29	G43	0.010000
G29	G45	0.010000
G29	G46	0.010000
G29	G47	0.010000
G29	G48	0.010000
G29	G49	0.010000
G29	G50	0.010000
G29	G52	0.010000
G29	G54	0.010000
G29	G55	0.010000
G29	G56	0.010000
G29	G57	0.010000
G29	G58	0.010000
G29	G61	0.010000
G29	G62	0.010000
G29	G63	0.010000
G29	G65	0.010000
G29	G67	0.010000
G29	G68	0.010000
G29	G69	0.010000
G29	G70	0.010000
G29	G73	0.010000
G29	G74	0.010000
G29	G76	0.010000
G29	G77	0.010000
G29	G78	0.010000
G29	G80	0.010000
G29	G83	0.010000
G29	G85	0.010000
G29	G86	0.010000
G29	G88	0.010000
G29	G89	0.010000
G29	G90	0.010000
G29	G91	0.010000
G29	G92	0.010000
G29	G93	0.010000
G29	G95	0.010000
G30	G1	0.010000
G30	G2	0.010000
G30	G3	0.010000
G30	G4	0.010000
G30	G5	0.010000
G30	G6	0.010000
G30	G7	0.010000
G30	G8	0.010000
G30	G10	0.010000
G30	G12	0.010000
G30	G14	0.010000
G30	G16	0.010000
G30	G22	0.010000
G30	G23	0.010000
G30	G25	0.010000
G30	G26	0.010000
G30	G27	0.010000
G30	G28	0.010000
G30	G32	0.010000
G30	G35	0.010000
G30	G36	0.010000
G30	G38	0.010000
G30	G39	0.010000
G30	G41	0.010000
G30	G42	0.010000
G30	G43	0.010000
G30	G45	0.010000
G30	G47	0.010000
G30	G49	0.010000
G30	G50	0.010000
G30	G51	0.010000
G30	G52	0.010000
G30	G53	0.010000
G30	G54	0.010000
G30	G56	0.010000
G30	G57	0.010000
G30	G62	0.010000
G30	G64	0.010000
G30	G65	0.010000
G30	G67	0.010000
G30	G68	0.010000
G30	G69	0.010000
G30	G71	0.010000
G30	G73	0.010000
G30	G74	0.010000
G30	G75	0.010000
G30	G76	0.010000
G30	G77	0.010000
G30	G81	0.010000
G30	G82	0.010000
G30	G83	0.010000
G30	G84	0.010000
G30	G85	0.010000
G30	G87	0.010000
G30	G91	0.010000
G30	G92	0.010000
G30	G93	0.010000
G30	G94	0.010000
G30	G95	0.010000
G30	G96	0.010000
G30	G97	0.010000
G30	G98	0.010000
G30	G99	0.010000
G31	G1	0.010000
G31	G2	0.010000
G31	G3	0.010000
G31	G5	0.010000
G31	G6	0.010000
G31	G8	0.010000
G31	G9	0.010000
G31	G10	0.010000
G31	G11	0.010000
G31	G12	0.010000
G31	G14	0.010000
G31	G15	0.010000
G31	G17	0.010000
G31	G19	0.010000
G31	G21	0.010000
G31	G22	0.010000
G31	G23	0.010000
G31	G27	0.010000
G31	G29	0.010000
G31	G30	0.010000
G31	G32	0.010000
G31	G33	0.010000
G31	G34	0.010000
G31	G36	0.010000
G31	G37	0.010000
G31	G38	0.010000
G31	G40	0.010000
G31	G41	0.010000
G31	G42	0.010000
G31	G43	0.010000
G31	G45	0.010000
G31	G46	0.010000
G31	G47	0.010000
G31	G51	0.010000
G31	G52	0.010000
G31	G53	0.010000
G31	G54	0.010000
G31	G55	0.010000
G31	G56	0.010000
G31	G57	0.010000
G31	G58	0.010000
G31	G60	0.010000
G31	G62	0.010000
G31	G64	0.010000
G31	G66	0.010000
G31	G69	0.010000
G31	G70	0.010000
G31	G71	0.010000
G31	G72	0.010000
G31	G73	0.010000
G31	G74	0.010000
G31	G75	0.010000
G31	G77	0.010000
G31	G78	0.010000
G31	G79	0.010000
G31	G80	0.010000
G31	G82	0.010000
G31	G83	0.010000
G31	G84	0.010000
G31	G85	0.010000
G31	G86	0.010000
G31	G87	0.010000
G31	G89	0.010000
G31	G90	0.010000
G31	G91	0.010000
G31	G92	0.010000
G31	G93	0.010000
G31	G94	0.010000
G31	G98	0.010000
G31	G100	0.010000
G32	G3	0.010000
G32	G4	0.010000
G32	G5	0.010000
G32	G6	0.010000
G32	G7	0.010000
G32	G9	0.010000
G32	G11	0.010000
G32	G13	0.010000
G32	G14	0.010000
G32	G15	0.010000
G32	G17	0.010000
G32	G19	0.010000
G32	G21	0.010000
G32	G23	0.010000
G32	G24	0.010000
G32	G26	0.010000
G32	G29	0.010000
G32	G30	0.010000
G32	G31	0.010000
G32	G33	0.010000
G32	G34	0.010000
G32	G35	0.010000
G32	G36	0.010000
G32	G37	0.010000
G32	G38	0.010000
G32	G40	0.010000
G32	G42	0.010000
G32	G43	0.010000
G32	G44	0.010000
G32	G45	0.010000
G32	G46	0.010000
G32	G47	0.010000
G32	G48	0.010000
G32	G51	0.010000
G32	G52	0.010000
G32	G53	0.010000
G32	G54	0.010000
G32	G56	0.010000
G32	G57	0.010000
G32	G61	0.010000
G32	G62	0.010000
G32	G64	0.010000
G32	G65	0.010000
G32	G67	0.010000
G32	G68	0.010000
G32	G69	0.010000
G32	G70	0.010000
G32	G71	0.010000
G32	G72	0.010000
G32	G73	0.010000
G32	G74	0.010000
G32	G75	0.010000
G32	G76	0.010000
G32	G77	0.010000
G32	G78	0.010000
G32	G82	0.010000
G32	G83	0.010000
G32	G87	0.010000
G32	G89	0.010000
G32	G90	0.010000
G32	G91	0.010000
G32	G93	0.010000
G32	G94	0.010000
G32	G96	0.010000
G33	G2	0.010000
G33	G3	0.010000
G33	G6	0.010000
G33	G7	0.010000
G33	G8	0.010000
G33	G9	0.010000
G33	G10	0.010000
G33	G11	0.010000
G33	G13	0.010000
G33	G14	0.010000
G33	G15	0.010000
G33	G17	0.010000
G33	G18	0.010000
G33	G19	0.010000
G33	G20	0.010000
G33	G21	0.010000
G33	G22	0.010000
G33	G24	0.010000
G33	G25	0.010000
G33	G26	0.010000
G33	G28	0.010000
G33	G32	0.010000
G33	G35	0.010000
G33	G36	0.010000
G33	G37	0.010000
G33	G38	0.010000
G33	G39	0.010000
G33	G40	0.010000
G33	G41	0.010000
G33	G42	0.010000
G33	G43	0.010000
G33	G44	0.010000
G33	G45	0.010000
G33	G47	0.010000
G33	G48	0.010000
G33	G49	0.010000
G33	G51	0.010000
G33	G53	0.010000
G33	G54	0.010000
G33	G55	0.010000
G33	G56	0.010000
G33	G57	0.010000
G33	G58	0.010000
G33	G60	0.010000
G33	G61	0.010000
G33	G63	0.010000
G33	G64	0.010000
G33	G65	0.010000
G33	G66	0.010000
G33	G67	0.010000
G33	G69	0.010000
G33	G72	0.010000
G33	G73	0.010000
G33	G75	0.010000
G33	G76	0.010000
G33	G78	0.010000
G33	G80	0.010000
G33	G83	0.010000
G33	G86	0.010000
G33	G87	0.010000
G33	G89	0.010000
G33	G90	0.010000
G33	G92	0.010000
G33	G93	0.010000
G33	G94	0.010000
G33	G97	0.010000
G33	G99	0.010000
G33	G100	0.010000
G34	G1	0.010000
G34	G2	0.010000
G34	G3	0.010000
G34	G4	0.010000
G34	G5	0.010000
G34	G6	0.010000
G34	G7	0.010000
G34	G8	0.010000
G34	G10	0.010000
G34	G12	0.010000
G34	G13	0.010000
G34	G14	0.010000
G34	G15	0.010000
G34	G16	0.010000
G34	G17	0.010000
G34	G18	0.010000
G34	G20	0.010000
G34	G21	0.010000
G34	G22	0.010000
G34	G23	0.010000
G34	G24	0.010000
G34	G25	0.010000
G34	G26	0.010000
G34	G27	0.010000
G34	G28	0.010000
G34	G29	0.010000
G34	G30	0.010000
G34	G31	0.010000
G34	G32	0.010000
G34	G37	0.010000
G34	G38	0.010000
G34	G39	0.010000
G34	G42	0.010000
G34	G43	0.010000
G34	G44	0.010000
G34	G47	0.010000
G34	G48	0.010000
G34	G49	0.010000
G34	G52	0.010000
G34	G53	0.010000
G34	G54	0.010000
G34	G55	0.010000
G34	G57	0.010000
G34	G59	0.010000
G34	G60	0.010000
G34	G61	0.010000
G34	G62	0.010000
G34	G64	0.010000
G34	G65	0.010000
G34	G66	0.010000
G34	G69	0.010000
G34	G70	0.010000
G34	G73	0.010000
G34	G74	0.010000
G34	G75	0.010000
G34	G76	0.010000
G34	G77	0.010000
G34	G78	0.010000
G34	G80	0.010000
G34	G81	0.010000
G34	G82	0.010000
G34	G83	0.010000
G34	G87	0.010000
G34	G88	0.010000
G34	G90	0.010000
G34	G91	0.010000
G34	G92	0.010000
G34	G93	0.010000
G34	G95	0.010000
G34	G98	0.010000
G34	G99	0.010000
G35	G1	0.010000
G35	G4	0.010000
G35	G6	0.010000
G35	G9	0.010000
G35	G10	0.010000
G35	G11	0.010000
G35	G12	0.010000
G35	G13	0.010000
G35	G14	0.010000
G35	G16	0.010000
G35	G17	0.010000
G35	G18	0.010000
G35	G19	0.010000
G35	G20	0.010000
G35	G21	0.010000
G35	G22	0.010000
G35	G24	0.010000
G35	G25	0.010000
G35	G26	0.010000
G35	G29	0.010000
G35	G32	0.010000
G35	G33	0.010000
G35	G39	0.010000
G35	G40	0.010000
G35	G41	0.010000
G35	G43	0.010000
G35	G45	0.010000
G35	G46	0.010000
G35	G48	0.010000
G35	G49	0.010000
G35	G51	0.010000
G35	G53	0.010000
G35	G54	0.010000
G35	G56	0.010000
G35	G59	0.010000
G35	G60	0.010000
G35	G62	0.010000
G35	G63	0.010000
G35	G64	0.010000
G35	G65	0.010000
G35	G66	0.010000
G35	G67	0.010000
G35	G68	0.010000
G35	G69	0.010000
G35	G70	0.010000
G35	G73	0.010000
G35	G74	0.010000
G35	G75	0.010000
G35	G76	0.010000
G35	G81	0.010000
G35	G82	0.010000
G35	G86	0.010000
G35	G87	0.010000
G35	G88	0.010000
G35	G89	0.010000
G35	G90	0.010000
G35	G91	0.010000
G35	G92	0.010000
G35	G94	0.010000
G35	G95	0.010000
G35	G97	0.010000
G35	G98	0.010000
G36	G3	0.010000
G36	G4	0.010000
G36	G5	0.010000
G36	G6	0.010000
G36	G7	0.010000
G36	G8	0.010000
G36	G9	0.010000
G36	G11	0.010000
G36	G13	0.010000
G36	G14	0.010000
G36	G15	0.010000
G36	G18	0.010000
G36	G19	0.010000
G36	G21	0.010000
G36	G22	0.010000
G36	G23	0.010000
G36	G25	0.010000
G36	G26	0.010000
G36	G27	0.010000
G36	G28	0.010000
G36	G29	0.010000
G36	G30	0.010000
G36	G31	0.010000
G36	G32	0.010000
G36	G33	0.010000
G36	G34	0.010000
G36	G39	0.010000
G36	G40	0.010000
G36	G43	0.010000
G36	G44	0.010000
G36	G47	0.010000
G36	G50	0.010000
G36	G51	0.010000
G36	G52	0.010000
G36	G53	0.010000
G36	G54	0.010000
G36	G55	0.010000
G36	G56	0.010000
G36	G57	0.010000
G36	G59	0.010000
G36	G60	0.010000
G36	G61	0.010000
G36	G65	0.010000
G36	G66	0.010000
G36	G67	0.010000
G36	G69	0.010000
G36	G70	0.010000
G36	G71	0.010000
G36	G73	0.010000
G36	G74	0.010000
G36	G75	0.010000
G36	G77	0.010000
G36	G78	0.010000
G36	G79	0.010000
G36	G80	0.010000
G36	G81	0.010000
G36	G83	0.010000
G36	G84	0.010000
G36	G85	0.010000
G36	G86	0.010000
G36	G87	0.010000
G36	G91	0.010000
G36	G92	0.010000
G36	G95	0.010000
G36	G97	0.010000
G36	G98	0.010000
G36	G99	0.010000
G37	G2	0.010000
G37	G3	0.010000
G37	G5	0.010000
G37	G6	0.010000
G37	G8	0.010000
G37	G11	0.010000
G37	G12	0.010000
G37	G13	0.010000
G37	G14	0.010000
G37	G15	0.010000
G37	G18	0.010000
G37	G19	0.010000
G37	G22	0.010000
G37	G23	0.010000
G37	G25	0.010000
G37	G26	0.010000
G37	G27	0.010000
G37	G28	0.010000
G37	G30	0.010000
G37	G31	0.010000
G37	G32	0.010000
G37	G35	0.010000
G37	G36	0.010000
G37	G38	0.010000
G37	G41	0.010000
G37	G42	0.010000
G37	G43	0.010000
G37	G45	0.010000
G37	G46	0.010000
G37	G47	0.010000
G37	G48	0.010000
G37	G49	0.010000
G37	G51	0.010000
G37	G52	0.010000
G37	G53	0.010000
G37	G55	0.010000
G37	G56	0.010000
G37	G57	0.010000
G37	G58	0.010000
G37	G59	0.010000
G37	G60	0.010000
G37	G63	0.010000
G37	G64	0.010000
G37	G65	0.010000
G37	G68	0.010000
G37	G70	0.010000
G37	G71	0.010000
G37	G72	0.010000
G37	G74	0.010000
G37	G75	0.010000
G37	G78	0.010000
G37	G79	0.010000
G37	G80	0.010000
G37	G81	0.010000
G37	G82	0.010000
G37	G83	0.010000
G37	G84	0.010000
G37	G85	0.010000
G37	G86	0.010000
G37	G87	0.010000
G37	G90	0.010000
G37	G91	0.010000
G37	G92	0.010000
G37	G94	0.010000
G37	G95	0.010000
G37	G96	0.010000
G37	G97	0.010000
G37	G98	0.010000
G37	G99	0.010000
G37	G100	0.010000
G38	G3	0.010000
G38	G4	0.010000
G38	G5	0.010000
G38	G6	0.010000
G38	G7	0.010000
G38	G8	0.010000
G38	G9	0.010000
G38	G13	0.010000
G38	G14	0.010000
G38	G15	0.010000
G38	G16	0.010000
G38	G19	0.010000
G38	G20	0.010000
G38	G22	0.010000
G38	G24	0.010000
G38	G25	0.010000
G38	G30	0.010000
G38	G31	0.010000
G38	G33	0.010000
G38	G34	0.010000
G38	G35	0.010000
G38	G40	0.010000
G38	G41	0.010000
G38	G43	0.010000
G38	G47	0.010000
G38	G48	0.010000
G38	G51	0.010000
G38	G54	0.010000
G38	G57	0.010000
G38	G58	0.010000
G38	G59	0.010000
G38	G62	0.010000
G38	G63	0.010000
G38	G66	0.010000
G38	G68	0.010000
G38	G69	0.010000
G38	G70	0.010000
G38	G71	0.010000
G38	G72	0.010000
G38	G73	0.010000
G38	G76	0.010000
G38	G77	0.010000
G38	G78	0.010000
G38	G81	0.010000
G38	G83	0.010000
G38	G84	0.010000
G38	G86	0.010000
G38	G88	0.010000
G38	G90	0.010000
G38	G92	0.010000
G38	G93	0.010000
G38	G95	0.010000
G38	G96	0.010000
G38	G97	0.010000
G38	G98	0.010000
G39	G3	0.010000
G39	G6	0.010000
G39	G7	0.010000
G39	G8	0.010000
G39	G14	0.010000
G39	G16	0.010000
G39	G17	0.010000
G39	G20	0.010000
G39	G21	0.010000
G39	G22	0.010000
G39	G23	0.010000
G39	G24	0.010000
G39	G26	0.010000
G39	G28	0.010000
G39	G29	0.010000
G39	G33	0.010000
G39	G34	0.010000
G39	G35	0.010000
G39	G40	0.010000
G39	G42	0.010000
G39	G48	0.010000
G39	G51	0.010000
G39	G53	0.010000
G39	G54	0.010000
G39	G55	0.010000
G39	G56	0.010000
G39	G57	0.010000
G39	G60	0.010000
G39	G61	0.010000
G39	G63	0.010000
G39	G64	0.010000
G39	G65	0.010000
G39	G67	0.010000
G39	G68	0.010000
G39	G70	0.010000
G39	G73	0.010000
G39	G74	0.010000
G39	G77	0.010000
G39	G79	0.010000
G39	G80	0.010000
G39	G81	0.010000
G39	G82	0.010000
G39	G83	0.010000
G39	G84	0.010000
G39	G88	0.010000
G39	G90	0.010000
G39	G91	0.010000
G39	G93	0.010000
G39	G95	0.010000
G39	G96	0.010000
G39	G98	0.010000
G39	G100	0.010000
G40	G3	0.010000
G40	G4	0.010000
G40	G5	0.010000
G40	G6	0.010000
G40	G7	0.010000
G40	G8	0.010000
G40	G9	0.010000
G40	G10	0.010000
G40	G12	0.010000
G40	G13	0.010000
G40	G14	0.010000
G40	G15	0.010000
G40	G17	0.010000
G40	G18	0.010000
G40	G19	0.010000
G40	G21	0.010000
G40	G22	0.010000
G40	G24	0.010000
G40	G26	0.010000
G40	G30	0.010000
G40	G31	0.010000
G40	G33	0.010000
G40	G35	0.010000
G40	G37	0.010000
G40	G38	0.010000
G40	G39	0.010000
G40	G47	0.010000
G40	G48	0.010000
G40	G49	0.010000
G40	G50	0.010000
G40	G51	0.010000
G40	G52	0.010000
G40	G53	0.010000
G40	G54	0.010000
G40	G56	0.010000
G40	G57	0.010000
G40	G58	0.010000
G40	G59	0.010000
G40	G61	0.010000
G40	G62	0.010000
G40	G63	0.010000
G40	G64	0.010000
G40	G67	0.010000
G40	G68	0.010000
G40	G69	0.010000
G40	G71	0.010000
G40	G72	0.010000
G40	G73	0.010000
G40	G74	0.010000
G40	G75	0.010000
G40	G78	0.010000
G40	G80	0.010000
G40	G82	0.010000
G40	G83	0.010000
G40	G84	0.010000
G40	G85	0.010000
G40	G87	0.010000
G40	G88	0.010000
G40	G90	0.010000
G40	G91	0.010000
G40	G92	0.010000
G40	G94	0.010000
G40	G95	0.010000
G41	G1	0.010000
G41	G2	0.010000
G41	G4	0.010000
G41	G5	0.010000
G41	G6	0.010000
G41	G7	0.010000
G41	G9	0.010000
G41	G10	0.010000
G41	G11	0.010000
G41	G14	0.010000
G41	G15	0.010000
G41	G17	0.010000
G41	G18	0.010000
G41	G20	0.010000
G41	G21	0.010000
G41	G23	0.010000
G41	G25	0.010000
G41	G26	0.010000
G41	G27	0.010000
G41	G32	0.010000
G41	G33	0.010000
G41	G35	0.010000
G41	G37	0.010000
G41	G38	0.010000
G41	G39	0.010000
G41	G40	0.010000
G41	G45	0.010000
G41	G46	0.010000
G41	G48	0.010000
G41	G50	0.010000
G41	G51	0.010000
G41	G52	0.010000
G41	G53	0.010000
G41	G54	0.010000
G41	G55	0.010000
G41	G58	0.010000
G41	G60	0.010000
G41	G61	0.010000
G41	G62	0.010000
G41	G63	0.010000
G41	G65	0.010000
G41	G66	0.010000
G41	G67	0.010000
G41	G68	0.010000
G41	G70	0.010000
G41	G71	0.010000
G41	G72	0.010000
G41	G73	0.010000
G41	G77	0.010000
G41	G78	0.010000
G41	G81	0.010000
G41	G82	0.010000
G41	G84	0.010000
G41	G85	0.010000
G41	G86	0.010000
G41	G87	0.010000
G41	G89	0.010000
G41	G90	0.010000
G41	G91	0.010000
G41	G94	0.010000
G41	G95	0.010000
G41	G96	0.010000
G41	G97	0.010000
G41	G99	0.010000
G41	G100	0.010000
G42	G1	0.010000
G42	G2	0.010000
G42	G5	0.010000
G42	G11	0.010000
G42	G12	0.010000
G42	G13	0.010000
G42	G15	0.010000
G42	G17	0.010000
G42	G18	0.010000
G42	G19	0.010000
G42	G20	0.010000
G42	G21	0.010000
G42	G22	0.010000
G42	G23	0.010000
G42	G24	0.010000
G42	G25	0.010000
G42	G26	0.010000
G42	G27	0.010000
G42	G28	0.010000
G42	G29	0.010000
G42	G30	0.010000
G42	G31	0.010000
G42	G32	0.010000
G42	G33	0.010000
G42	G34	0.010000
G42	G38	0.010000
G42	G45	0.010000
G42	G46	0.010000
G42	G48	0.010000
G42	G49	0.010000
G42	G50	0.010000
G42	G51	0.010000
G42	G53	0.010000
G42	G54	0.010000
G42	G55	0.010000
G42	G57	0.010000
G42	G58	0.010000
G42	G59	0.010000
G42	G60	0.010000
G42	G61	0.010000
G42	G62	0.010000
G42	G64	0.010000
G42	G66	0.010000
G42	G67	0.010000
G42	G70	0.010000
G42	G71	0.010000
G42	G73	0.010000
G42	G74	0.010000
G42	G76	0.010000
G42	G77	0.010000
G42	G79	0.010000
G42	G80	0.010000
G42	G81	0.010000
G42	G83	0.010000
G42	G84	0.010000
G42	G87	0.010000
G42	G89	0.010000
G42	G90	0.010000
G42	G91	0.010000
G42	G92	0.010000
G42	G93	0.010000
G42	G95	0.010000
G42	G96	0.010000
G42	G97	0.010000
G42	G98	0.010000
G42	G99	0.010000
G43	G1	0.010000
G43	G3	0.010000
G43	G4	0.010000
G43	G5	0.010000
G43	G6	0.010000
G43	G8	0.010000
G43	G9	0.010000
G43	G13	0.010000
G43	G14	0.010000
G43	G18	0.010000
G43	G19	0.010000
G43	G21	0.010000
G43	G22	0.010000
G43	G23	0.010000
G43	G24	0.010000
G43	G26	0.010000
G43	G28	0.010000
G43	G29	0.010000
G43	G30	0.010000
G43	G32	0.010000
G43	G34	0.010000
G43	G36	0.010000
G43	G37	0.010000
G43	G45	0.010000
G43	G47	0.010000
G43	G48	0.010000
G43	G51	0.010000
G43	G52	0.010000
G43	G54	0.010000
G43	G57	0.010000
G43	G58	0.010000
G43	G59	0.010000
G43	G60	0.010000
G43	G61	0.010000
G43	G62	0.010000
G43	G63	0.010000
G43	G64	0.010000
G43	G67	0.010000
G43	G68	0.010000
G43	G69	0.010000
G43	G71	0.010000
G43	G72	0.010000
G43	G73	0.010000
G43	G74	0.010000
G43	G75	0.010000
G43	G77	0.010000
G43	G78	0.010000
G43	G79	0.010000
G43	G80	0.010000
G43	G81	0.010000
G43	G82	0.010000
G43	G83	0.010000
G43	G85	0.010000
G43	G86	0.010000
G43	G88	0.010000
G43	G89	0.010000
G43	G90	0.010000
G43	G92	0.010000
G43	G93	0.010000
G43	G94	0.010000
G43	G95	0.010000
G43	G98	0.010000
G43	G100	0.010000
G44	G1	0.010000
G44	G4	0.010000
G44	G6	0.010000
G44	G9	0.010000
G44	G12	0.010000
G44	G14	0.010000
G44	G15	0.010000
G44	G16	0.010000
G44	G17	0.010000
G44	G19	0.010000
G44	G20	0.010000
G44	G21	0.010000
G44	G22	0.010000
G44	G25	0.010000
G44	G27	0.010000
G44	G28	0.010000
G44	G32	0.010000
G44	G33	0.010000
G44	G34	0.010000
G44	G35	0.010000
G44	G38	0.010000
G44	G40	0.010000
G44	G41	0.010000
G44	G48	0.010000
G44	G49	0.010000
G44	G50	0.010000
G44	G52	0.010000
G44	G53	0.010000
G44	G54	0.010000
G44	G56	0.010000
G44	G57	0.010000
G44	G58	0.010000
G44	G60	0.010000
G44	G61	0.010000
G44	G62	0.010000
G44	G63	0.010000
G44	G64	0.010000
G44	G65	0.010000
G44	G66	0.010000
G44	G68	0.010000
G44	G69	0.010000
G44	G70	0.010000
G44	G71	0.010000
G44	G72	0.010000
G44	G73	0.010000
G44	G74	0.010000
G44	G75	0.010000
G44	G78	0.010000
G44	G79	0.010000
G44	G80	0.010000
G44	G81	0.010000
G44	G82	0.010000
G44	G84	0.010000
G44	G85	0.010000
G44	G88	0.010000
G44	G89	0.010000
G44	G90	0.010000
G44	G91	0.010000
G44	G92	0.010000
G44	G93	0.010000
G44	G94	0.010000
G44	G95	0.010000
G44	G96	0.010000
G44	G98	0.010000
G44	G99	0.010000
G44	G100	0.010000
G45	G4	0.010000
G45	G5	0.010000
G45	G6	0.010000
G45	G7	0.010000
G45	G8	0.010000
G45	G9	0.010000
G45	G10	0.010000
G45	G12	0.010000
G45	G13	0.010000
G45	G14	0.010000
G45	G16	0.010000
G45	G18	0.010000
G45	G20	0.010000
G45	G23	0.010000
G45	G24	0.010000
G45	G25	0.010000
G45	G27	0.010000
G45	G28	0.010000
G45	G30	0.010000
G45	G32	0.010000
G45	G34	0.010000
G45	G36	0.010000
G45	G37	0.010000
G45	G39	0.010000
G45	G44	0.010000
G45	G47	0.010000
G45	G48	0.010000
G45	G50	0.010000
G45	G51	0.010000
G45	G52	0.010000
G45	G55	0.010000
G45	G56	0.010000
G45	G57	0.010000
G45	G58	0.010000
G45	G63	0.010000
G45	G64	0.010000
G45	G65	0.010000
G45	G69	0.010000
G45	G72	0.010000
G45	G73	0.010000
G45	G76	0.010000
G45	G77	0.010000
G45	G81	0.010000
G45	G83	0.010000
G45	G84	0.010000
G45	G86	0.010000
G45	G89	0.010000
G45	G90	0.010000
G45	G91	0.010000
G45	G92	0.010000
G45	G95	0.010000
G45	G98	0.010000
G45	G99	0.010000
G46	G4	0.010000
G46	G5	0.010000
G46	G6	0.010000
G46	G8	0.010000
G46	G9	0.010000
G46	G11	0.010000
G46	G14	0.010000
G46	G16	0.010000
G46	G18	0.010000
G46	G19	0.010000
G46	G20	0.010000
G46	G21	0.010000
G46	G22	0.010000
G46	G24	0.010000
G46	G25	0.010000
G46	G26	0.010000
G46	G28	0.010000
G46	G29	0.010000
G46	G30	0.010000
G46	G31	0.010000
G46	G32	0.010000
G46	G39	0.010000
G46	G40	0.010000
G46	G41	0.010000
G46	G42	0.010000
G46	G43	0.010000
G46	G45	0.010000
G46	G49	0.010000
G46	G50	0.010000
G46	G51	0.010000
G46	G52	0.010000
G46	G53	0.010000
G46	G55	0.010000
G46	G57	0.010000
G46	G58	0.010000
G46	G62	0.010000
G46	G63	0.010000
G46	G65	0.010000
G46	G66	0.010000
G46	G67	0.010000
G46	G68	0.010000
G46	G70	0.010000
G46	G71	0.010000
G46	G72	0.010000
G46	G73	0.010000
G46	G74	0.010000
G46	G75	0.010000
G46	G76	0.010000
G46	G77	0.010000
G46	G79	0.010000
G46	G82	0.010000
G46	G83	0.010000
G46	G84	0.010000
G46	G85	0.010000
G46	G88	0.010000
G46	G90	0.010000
G46	G91	0.010000
G46	G92	0.010000
G46	G93	0.010000
G46	G94	0.010000
G46	G95	0.010000
G46	G98	0.010000
G46	G100	0.010000
G47	G1	0.010000
G47	G2	0.010000
G47	G3	0.010000
G47	G4	0.010000
G47	G5	0.010000
G47	G7	0.010000
G47	G8	0.010000
G47	G9	0.010000
G47	G10	0.010000
G47	G11	0.010000
G47	G12	0.010000
G47	G13	0.010000
G47	G14	0.010000
G47	G15	0.010000
G47	G16	0.010000
G47	G19	0.010000
